contribut,891
express,622
passeng,218
autom,219
joint,425
champ,913
increas,682
liabl,147
gen,564
comply,484
earn,485
bas,486
tot,719
h,220
borrow,550
bay,208
reimburs,695
common,623
cre,148
bal,487
septemb,271
island,586
commod,624
respond,25
sev,149
set,150
art,847
fair,26
sep,151
enco,565
convey,403
sex,152
ov,816
sec,153
result,27
sou,58
respons,28
fail,29
sen,154
sport,340
fost,30
arm,849
concern,341
reform,337
nuclear,221
review,794
particip,383
wom,384
paty,699
bureau,91
between,90
import,342
across,567
altern,626
accord,272
extend,31
court,834
aircraft,627
no,751
carbon,33
debt,34
addit,893
protect,731
cov,273
admin,427
country,35
unemploy,36
oversea,850
job,892
drug,222
foreign,628
arizon,804
enrol,700
monu,343
mand,92
long-term,157
improv,568
penal,746
among,569
supply,902
pow,799
loan,158
excess,362
period,801
pop,802
prem,766
commend,684
pol,102
commem,811
shutdown,629
vessel,385
respect,812
guid,274
foreclos,895
taxpay,93
rac,723
comb,796
evalu,443
fre,37
treaty,728
stamp,387
west,94
immedy,223
due,851
cent,429
strategy,438
subsidy,38
revenu,275
secret,630
interest,492
basin,493
board,290
stud,672
regul,39
transp,649
exempt,388
sequest,169
calc,464
fund,159
gam,632
child,40
educ,160
pilot,803
milit,633
fut,634
ident,276
sit,871
budget,161
air,277
employ,41
enact,903
report,730
aid,278
ful,635
property,279
observ,899
famy,95
cons,281
cont,282
wild,898
conv,283
manufact,163
riv,854
is,495
ir,496
ii,498
it,248
iv,497
vot,164
cant,499
good,606
thos,156
conf,284
incom,225
pursu,96
id,501
if,502
shar,390
par,571
develop,345
fabr,367
perform,285
pay,572
alask,42
econom,97
partn,430
any,789
low-income,736
congrat,428
party,431
shal,368
complet,714
week,805
competit,226
oil,573
statut,806
assist,574
upon,227
effect,432
publ,286
syr,637
rais,287
medicaid,165
refin,43
traffick,288
reclam,228
cosmet,686
audit,229
off,230
reliev,807
mobl,393
i,434
agricult,347
without,808
person,166
omnib,914
appropry,575
expens,167
polym,231
hazard,872
entry,639
academ,168
innov,566
legisl,44
propos,856
construct,840
capitol,45
just,505
less,232
being,98
money,577
remov,841
rest,99
not,321
victim,289
clos,809
volunt,458
adv,687
york,878
cut,32
hal,46
cur,641
expos,735
tim,810
wer,386
bank,258
homeland,170
prison,47
has,48
pot,800
hav,49
real,162
march,395
preserv,50
mor,578
mov,579
mot,580
liby,100
mon,581
background,507
world,101
railroad,582
athlet,508
mod,583
loss,435
resid,396
d,171
success,688
rehabilit,172
collect,857
republ,584
recont,858
clar,103
emerg,917
oxid,291
right,52
old,53
intery,509
staff,681
disord,510
maxim,511
resolv,397
prohibit,715
contin,862
afgh,512
traff,173
apply,869
bord,292
constitut,104
transport,233
gross,585
trust,732
learn,764
lead,905
ear,890
definit,105
princip,643
recognit,174
leav,907
select,127
condit,54
proc,860
be,175
infrastruct,138
investig,909
und,490
rul,398
inspect,813
artic,350
fishery,896
colleg,55
promot,513
rur,399
from,645
post,293
impos,646
acc,106
surv,790
about,689
columb,911
freedom,436
industry,107
army,462
recr,374
stand,815
barry,570
commit,514
bond,474
produc,739
block,400
op,204
soc,56
univers,527
sod,57
fisc,608
civil,740
into,177
within,401
washington,437
bound,294
assess,416
guard,690
efficy,109
been,733
homeless,110
effort,532
opportun,295
nurs,351
whos,852
wildl,588
risk,693
loc,352
rely,742
wal,296
institut,402
area,353
wag,297
cert,659
support,60
submit,178
custom,81
avail,61
virgin,743
subst,647
appl,915
low,354
suit,179
wat,298
war,299
appoint,445
an,117
form,515
hr,439
heal,744
regard,819
jun,820
courth,440
but,691
delivery,235
contract,797
gain,441
abus,88
mitig,180
dur,853
counsel,745
fraud,355
mixt,727
consist,861
up,181
us,182
prep,770
record,916
un,183
limit,442
dea,765
cit,184
russ,112
inform,775
retir,301
impl,185
connect,610
his,846
adopt,791
ad,113
ag,114
enterpr,747
int,236
demonst,404
am,115
al,116
ins,237
novemb,238
ar,118
coop,833
at,119
aw,120
ind,239
transf,650
doe,480
californ,62
check,749
furn,750
herit,444
against,489
interst,518
personnel,589
pat,602
when,752
nam,406
flood,63
gre,864
branch,904
test,303
you,356
techn,753
hundr,754
phys,357
congress,121
lend,651
gas,631
mississipp,821
nevad,407
oregon,408
consid,755
beneficy,756
peac,358
reduc,359
sanct,234
land,111
coordin,389
ord,554
invest,822
monit,652
discrimin,186
vietnam,757
decemb,446
wheth,64
agr,187
